SampleSiteID,SampleSiteCode,SampleID,IGSN,Analysis_date_yymmdd,Site_Veg,AreaAllN2,AreaAllCO2,d15N,d13C,N_weight_percent,C_weight_percent
318,318-ER18,318-ER18-FO,IER1800CZ,190122,wolfii,92.798,186.489,NA,-26.88,2.93,46.76
319,319-ER18,319-ER18-FO,IER18003O,190122,Engelmann,40.959,182.849,NA,-26.98,1.3,46.33
320,320-ER18,320-ER18-FO,IER18003P,190122,Engelmann,37.442,184.925,NA,-25.68,1.12,44.08
321,321-ER18,321-ER18-FO,IER18000P,190122,Aspen,90.022,219.003,NA,-25.77,2.78,53.69
322,322-ER18,322-ER18-FO,IER18000Q,190122,Aspen,92.052,202.633,NA,-25.27,2.81,49.15
323,323-ER18,323-ER18-FO,IER18003Q,190122,Engelmann,20.332,189.17,NA,-26.17,0.65,48.48
324,324-ER18,324-ER18-FO,IER1800CC,190122,SubFir,32.502,200.506,NA,-25.17,0.99,48.68
325,325-ER18,325-ER18-FO,IER1800CD,190122,SubFir,33.48,207.183,NA,-26.9,1.06,52.24
326,326-ER18,326-ER18-FO,IER18000R,190122,Aspen,88.259,195.708,NA,-25.97,2.8,49.25
327,327-ER18,327-ER18-FO,IER18000S,190122,Aspen,81.176,184.757,NA,-26.78,2.55,46.11
328,328-ER18,328-ER18-FO,IER18003R,190123,Engelmann,NA,NA,NA,NA,NA,NA
329,329-ER18,329-ER18-FO,IER1800CE,190619,SubFir,44.738,230.478,0.88,-25.8,1.49,50.86
330,330-ER18,330-ER18-FO,IER18003S,190619,Engelmann,30.411,210.477,-0.23,-25.46,1.03,47.07
331,331-ER18,331-ER18-FO,IER1800CF,190619,SubFir,31.528,226.574,0.24,-26.14,1.1,52.35
332,332-ER18,332-ER18-FO,IER18000T,190619,Aspen,77.302,206.534,0.44,-25.63,2.63,46.65
333,333-ER18,333-ER18-FO,IER18003T,190619,Engelmann,23.281,212.964,-0.8,-25.81,0.8,48.49
334,334-ER18,334-ER18-FO,IER18009B,190619,Meadow,99.117,214.427,-1.09,-27.01,3.25,46.68
335,335-ER18,335-ER18-FO,IER18009C,190619,Meadow,76.599,209.277,1.69,-27.76,2.53,45.87
336,336-ER18,336-ER18-FO,IER18009D,190619,Meadow,89.619,216.356,0.74,-26.07,2.98,47.79
337,337-ER18,337-ER18-FO,IER18009E,190619,Meadow,85.472,202.894,-1.38,-26.88,2.93,46.15
338,338-ER18,338-ER18-FO,IER18009F,190619,Meadow,78.987,201.781,0.83,-25.69,2.59,43.91
339,339-ER18,339-ER18-FO,IER18009G,190619,Meadow,84.453,215.961,-1.18,-26.48,2.76,46.88
340,340-ER18,340-ER18-FO,IER18009H,190619,Meadow,82.147,183.147,1.79,-26.06,2.94,43.48
341,341-ER18,341-ER18-FO,IER18009I,190620,Meadow,97.322,213.692,-0.68,-25.5,3.32,47.05
342,342-ER18,342-ER18-FO,IER18009J,190620,Meadow,88.713,199.868,1.56,-26.43,3.12,45.27
343,343-ER18,343-ER18-FO,IER18009K,190620,Meadow,77.814,216.152,-0.03,-27.82,2.65,47.42
344,344-ER18,344-ER18-FO,IER18009L,190620,Meadow,74.739,208.529,0.24,-25.57,2.56,46.03
345,345-ER18,345-ER18-FO,IER18009M,190620,Meadow,79.093,198.445,0.03,-26.55,2.71,43.81
346,346-ER18,346-ER18-FO,IER18009N,190620,Meadow,103.306,207.854,0.15,-26.05,3.54,45.92
347,347-ER18,347-ER18-FO,IER18009O,190620,Meadow,65.856,222.411,-0.36,-28.09,2.23,48.46
348,348-ER18,348-ER18-FO,IER18009P,190620,Meadow,81.328,203.626,1.57,-25.67,2.78,44.84
349,349-ER18,349-ER18-FO,IER18009Q,190620,Meadow,74.698,199.888,1.7,-25.47,2.57,44.41
350,350-ER18,350-ER18-FO,IER18009R,190620,Meadow,85.431,208.7,-0.27,-27.84,2.91,45.86
351,351-ER18,351-ER18-FO,IER18003U,190620,Engelmann,23.652,205.951,-1.24,-25.56,0.84,46.79
352,352-ER18,352-ER18-FO,IER18003V,190620,Engelmann,21.021,226.646,-1.18,-25.36,0.72,49.91
353,353-ER18,353-ER18-FO,IER18003W,190620,Engelmann,32.143,227.871,-0.63,-24.52,1.08,49.08
354,354-ER18,354-ER18-FO,IER1800BZ,190620,Snowberry,82.856,219.216,1.45,-26.67,2.89,49.29
355,355-ER18,355-ER18-FO,IER1800C0,190620,Snowberry,71.831,214.642,0.5,-26.49,2.55,49
356,356-ER18,356-ER18-FO,IER1800C1,190620,Snowberry,80.271,217.74,0.41,-25.11,2.81,49.18
357,357-ER18,357-ER18-FO,IER1800BP,190620,PenFlo,62.177,203.523,1.01,-25.33,2.23,47.06
358,358-ER18,358-ER18-FO,IER18002G,190620,Elderberry,96.138,209.048,2.37,-25.71,3.39,47.53
359,359-ER18,359-ER18-FO,IER18004S,190620,Juniper,31.999,238.23,-0.14,-24.62,1.1,52.61
360,360-ER18,360-ER18-FO,IER1800C2,190125,Snowberry,66.148,215.548,0.75,-26.01,2.35,49.26
361,361-ER18,361-ER18-FO,IER18001I,190125,boothii,98.152,199.346,0.87,-27.24,3.04,48.48
362,362-ER18,362-ER18-FO,IER18002H,190125,Elderberry,179.001,197.065,1.02,-23.91,5.69,49.19
363,363-ER18,363-ER18-FO,IER18001J,190125,boothii,94.573,192.795,-0.34,-27.28,2.93,46.89
364,364-ER18,364-ER18-FO,IER18009S,190125,Meadow,130.34,186.17,0.96,-26.87,3.99,44.82
365,365-ER18,365-ER18-FO,IER18009T,190125,Meadow,79.31,184.429,-1.56,-27.19,2.54,46.51
366,366-ER18,366-ER18-FO,IER18009U,190125,Meadow,100.814,180.419,-0.49,-27.51,3.16,44.43
367,367-ER18,367-ER18-FO,IER18009V,190125,Meadow,85.632,182.115,-0.05,-28.16,2.79,46.57
368,368-ER18,368-ER18-FO,IER18009W,190125,Meadow,100.239,179.959,0.19,-27.39,3.14,44.34
369,369-ER18,369-ER18-FO,IER18009X,190125,Meadow,59.973,180.471,-1.02,-27.74,1.91,45.23
370,370-ER18,370-ER18-FO,IER18009Y,190125,Meadow,105.451,176.543,0.75,-26.41,3.41,44.89
371,371-ER18,371-ER18-FO,IER18009Z,190125,Meadow,125.53,173.697,-0.29,-26.69,3.82,41.54
372,372-ER18,372-ER18-FO,IER1800A0,190125,Meadow,91.407,193.751,-0.17,-27.02,2.9,48.24
373,373-ER18,373-ER18-FO,IER1800A1,190125,Meadow,104.288,183.936,1.85,-26.94,3.29,45.59
374,374-ER18,374-ER18-FO,IER1800A2,190125,Meadow,109.738,177.9,2.34,-26.73,3.59,45.75
375,375-ER18,375-ER18-FO,IER1800A3,190125,Meadow,78.838,173.824,-3.31,-26.16,2.47,42.79
376,376-ER18,376-ER18-FO,IER1800A4,190125,Meadow,93.281,185.231,-0.25,-25.89,2.8,43.66
377,377-ER18,377-ER18-FO,IER1800A5,190125,Meadow,107.742,189.57,0.74,-25.41,3.44,47.56
378,378-ER18,378-ER18-FO,IER1800A6,190125,Meadow,101.326,174.002,-0.1,-25.71,3.22,43.46
379,379-ER18,379-ER18-FO,IER1800A7,190125,Meadow,110.718,173.022,0.29,-25.79,3.34,41.02
380,380-ER18,380-ER18-FO,IER1800A8,190125,Meadow,87.832,182.057,-0.41,-25.92,2.66,43.39
381,381-ER18,381-ER18-FO,IER1800A9,190125,Meadow,155.073,179.87,0.01,-25.82,4.9,44.61
382,382-ER18,382-ER18-FO,IER1800AA,190125,Meadow,122.703,176.444,0.31,-24.47,3.7,41.79
383,383-ER18,383-ER18-FO,IER1800AB,190125,Meadow,143.914,185.538,-0.8,-25.3,4.67,47.29
384,384-ER18,384-ER18-FO,IER1800B7,190125,planifolia,144.752,192.989,0.67,-25.71,4.41,46.24
385,385-ER18,385-ER18-FO,IER1800D0,190125,wolfii,131.397,203.816,-0.58,-26.69,4.22,51.39
386,386-ER18,386-ER18-FO,IER18004O,190125,Gooseberry,98.365,188.111,2.61,-27.43,3.02,45.46
387,387-ER18,387-ER18-FO,IER1800BQ,190125,PenFlo,96.362,185.283,1.04,-26.87,2.95,44.54
388,388-ER18,388-ER18-FO,IER18001K,190125,boothii,131.162,195.221,0.65,-25.22,3.99,46.63
389,389-ER18,389-ER18-FO,IER1800B8,190125,planifolia,134.514,177.672,-1.7,-26.35,4.14,42.96
390,390-ER18,390-ER18-FO,IER1800D1,190125,wolfii,131.068,197.289,-1.28,-26.38,4.01,47.43
391,391-ER18,391-ER18-FO,IER1800D2,190125,wolfii,133.977,189.478,0.15,-25.61,4.36,48.45
392,392-ER18,392-ER18-FO,IER1800D3,190128,wolfii,128.691,186.165,-1.14,-25.56,4.13,47.63
393,393-ER18,393-ER18-FO,IER1800D4,190128,wolfii,118.902,184.206,-2.95,-26.76,3.73,46.1
394,394-ER18,394-ER18-FO,IER18003X,190128,Engelmann,26.781,186.628,-0.43,-25.27,0.84,46.36
395,395-ER18,395-ER18-FO,IER18003Y,190128,Engelmann,22.102,184.593,0.44,-25.58,0.7,46.73
396,396-ER18,396-ER18-FO,IER18003Z,190128,Engelmann,24.934,181.319,0.21,-24.33,0.83,47.96
397,397-ER18,397-ER18-FO,IER1800CG,190128,SubFir,25.517,172.986,0.37,-26.14,0.84,45.47
398,398-ER18,398-ER18-FO,IER180040,190128,Engelmann,21.617,166.136,-1.79,-25.44,0.7,42.94
399,399-ER18,399-ER18-FO,IER180041,190128,Engelmann,21.345,176.778,-2.32,-24.85,0.65,42.49
400,400-ER18,400-ER18-FO,IER180042,190128,Engelmann,23.206,189.04,-2.77,-26.67,0.75,48.79
401,401-ER18,401-ER18-FO,IER1800CH,190128,SubFir,30.419,181.165,-1.83,-25.68,0.92,43.71
402,402-ER18,402-ER18-FO,IER180043,190128,Engelmann,24.561,184.666,-1.97,-25.88,0.78,46.65
403,403-ER18,403-ER18-FO,IER180044,190128,Engelmann,25.518,177.773,-3.73,-25.15,0.78,43.18
404,404-ER18,404-ER18-FO,IER1800AC,190128,Meadow,101.341,184.364,0.56,-26.62,3.18,46.14
405,405-ER18,405-ER18-FO,IER1800AD,190128,Meadow,107.444,176.876,0.26,-26.57,3.47,45.59
406,406-ER18,406-ER18-FO,IER1800AE,190128,Meadow,119.943,162.968,-0.39,-26.5,3.69,39.94
407,407-ER18,407-ER18-FO,IER1800AF,190128,Meadow,115.378,179.47,0.23,-26.06,3.55,44.06
408,408-ER18,408-ER18-FO,IER1800AG,190128,Meadow,103.827,170.45,1.37,-26.5,3.17,41.43
409,409-ER18,409-ER18-FO,IER1800AH,190128,Meadow,96.181,174.441,0.12,-25.93,3.02,43.64
410,410-ER18,410-ER18-FO,IER1800AI,190128,Meadow,113.043,177.319,0.46,-25.97,3.49,43.68
411,411-ER18,411-ER18-FO,IER1800AJ,190128,Meadow,105.668,178.874,0.06,-26.69,3.18,42.93
412,412-ER18,412-ER18-FO,IER1800AK,190128,Meadow,106.158,177.92,0.25,-26.44,3.29,43.9
413,413-ER18,413-ER18-FO,IER1800AL,190128,Meadow,76.121,178.129,0.03,-27.17,2.3,42.81
414,414-ER18,414-ER18-FO,IER1800AM,190128,Meadow,86.224,180.764,-0.54,-26.78,2.72,45.51
415,415-ER18,415-ER18-FO,IER1800AN,190128,Meadow,87.765,163.568,-0.48,-27.13,2.86,42.54
416,416-ER18,416-ER18-FO,IER1800AO,190128,Meadow,85.291,170.452,-0.43,-27.03,2.59,41.23
417,417-ER18,417-ER18-FO,IER1800AP,190128,Meadow,101.04,180.11,0.02,-26.68,3.14,44.54
418,418-ER18,418-ER18-FO,IER1800AQ,190128,Meadow,100.59,179.808,2.04,-24.75,3.25,46.34
419,419-ER18,419-ER18-FO,IER1800AR,190128,Meadow,102.206,175.962,2.2,-24.56,3.2,43.91
420,420-ER18,420-ER18-FO,IER1800AS,190128,Meadow,75.862,173.074,0.93,-26.43,2.29,41.7
421,421-ER18,421-ER18-FO,IER1800AT,190128,Meadow,75.998,181.144,-0.12,-27.05,2.39,45.47
422,422-ER18,422-ER18-FO,IER1800AU,190128,Meadow,98.985,176.74,0.8,-26.86,3.09,43.95
423,423-ER18,423-ER18-FO,IER1800AV,190128,Meadow,80.187,175.099,-0.48,-26.62,2.52,43.85
424,424-ER18,424-ER18-FO,IER1800BR,190129,PenFlo,94.289,188.378,0.18,-25.9,2.9,45.17
425,425-ER18,425-ER18-FO,IER1800B9,190129,planifolia,110.288,195.636,-0.11,-27.28,3.4,47.07
426,426-ER18,426-ER18-FO,IER18001L,190129,boothii,128.012,202.172,-0.88,-27.57,3.98,48.97
427,427-ER18,427-ER18-FO,IER18004P,190129,Gooseberry,89.51,194.105,1.11,-26.66,2.99,50.5
428,428-ER18,428-ER18-FO,IER1800BS,190129,Raspberry,87.575,171.457,-0.49,-27.31,2.84,43.28
429,429-ER18,429-ER18-FO,IER18004T,190129,Juniper,60.256,182.862,0.38,-24.25,1.87,44.23
430,430-ER18,430-ER18-FO,IER1800C3,190129,SorSco,106.275,189.377,-0.44,-25.59,3.33,46.32
431,431-ER18,431-ER18-FO,IER18001M,190129,boothii,91.211,181.944,-0.98,-26.05,3.06,47.56
432,432-ER18,432-ER18-FO,IER180025,190129,DisInv,80.044,174.631,-2.66,-26.65,2.47,42.02
433,433-ER18,433-ER18-FO,IER18004Q,190129,Gooseberry,109.178,191.671,1.02,-26.56,3.45,47.16
434,434-ER18,434-ER18-FO,IER180045,190129,Engelmann,26.022,180.161,1.17,-24.66,0.83,44.48
435,435-ER18,435-ER18-FO,IER1800CI,190129,SubFir,34.653,192.449,0.44,-24.69,1.07,46.46
436,436-ER18,436-ER18-FO,IER18000U,190129,Aspen,90.626,201.725,3.17,-26.21,2.8,48.65
437,437-ER18,437-ER18-FO,IER180046,190129,Engelmann,28.456,176.644,-0.36,-25.78,0.92,44.2
438,438-ER18,438-ER18-FO,IER180047,190129,Engelmann,29.254,186.575,-2.1,-24.7,0.93,45.93
439,439-ER18,439-ER18-FO,IER1800BA,190129,planifolia,73.973,193.963,-2.23,-28.06,2.29,46.85
440,440-ER18,440-ER18-FO,IER180001,190129,Alder,99.597,205.535,-0.98,-28.28,3.11,49.98
441,441-ER18,441-ER18-FO,IER18001N,190129,boothii,89.215,188.481,-0.8,-26.72,2.76,45.41
442,442-ER18,442-ER18-FO,IER18004A,190129,geyer,85.065,197.143,-0.68,-26.69,2.65,47.77
443,443-ER18,443-ER18-FO,IER18004B,190129,geyer,83.185,187.555,-1.55,-26.52,2.74,48.12
444,444-ER18,444-ER18-FO,IER1800D5,190129,wolfii,76.272,168.875,1.1,-26.33,2.36,40.67
445,445-ER18,445-ER18-FO,IER1800D6,190129,wolfii,77.539,184.316,0.16,-27.1,2.46,45.51
446,446-ER18,446-ER18-FO,IER1800D7,190129,wolfii,83.19,185.765,0.01,-26.63,2.67,46.46
447,447-ER18,447-ER18-FO,IER1800BB,190129,planifolia,83.468,179.02,-2.24,-28.28,2.6,43.51
448,448-ER18,448-ER18-FO,IER1800BC,190129,planifolia,92.943,192.878,-0.17,-27.25,2.96,47.93
449,449-ER18,449-ER18-FO,IER18001X,190129,CarSp,76.129,183.898,4.27,-26.37,2.37,44.59
450,450-ER18,450-ER18-FO,IER1800BD,NA,planifolia,NA,NA,NA,NA,NA,NA
451,451-ER18,451-ER18-FO,IER1800BE,190129,planifolia,79.119,181.353,-4.57,-27.09,2.59,46.29
452,452-ER18,452-ER18-FO,IER18001U,190129,CalStr,78.865,182.487,-0.39,-26.38,2.51,45.23
453,453-ER18,453-ER18-FO,IER18001V,190129,CarAqu,95.209,185.481,-0.11,-27.58,3.09,46.86
454,454-ER18,454-ER18-FO,IER18004C,190129,geyer,85.697,181.193,2.65,-26.65,2.77,45.57
455,455-ER18,455-ER18-FO,IER18004D,190129,geyer,85.357,194.456,0.91,-27.72,2.64,46.87
456,456-ER18,456-ER18-FO,IER18004E,190131,geyer,101.67,187.981,3.75,-27.26,3.46,49.67
457,457-ER18,457-ER18-FO,IER1800AW,190131,,NA,NA,NA,NA,NA,NA
458,458-ER18,458-ER18-FO,IER18004F,190131,geyer,92.115,185.268,1.73,-27.46,3.1,48.32
459,459-ER18,459-ER18-FO,IER18004G,190131,geyer,109.49,194.379,1.54,-28.1,3.48,47.9
460,460-ER18,460-ER18-FO,IER180028,190131,drumm,98.151,182.712,0.78,-26.81,3.22,46.55
461,461-ER18,461-ER18-FO,IER18000V,190131,Bog Birch,110.1,198.535,-3.29,-26.94,3.63,50.78
462,462-ER18,462-ER18-FO,IER180048,190131,Engelmann,25.472,177.041,-3.08,-24.37,0.86,46.32
463,463-ER18,463-ER18-FO,IER1800D8,190131,wolfii,66.608,189.823,-0.51,-27.1,2.12,46.96
464,464-ER18,464-ER18-FO,IER18001Y,190131,CarUrt,63.266,179.26,2.83,-25.92,2.1,46.16
465,465-ER18,465-ER18-FO,IER18004H,190131,geyer,107.831,188.787,0.42,-27.36,3.47,47.1
466,466-ER18,466-ER18-FO,IER180029,190131,drumm,97.627,183.917,-0.56,-28.26,3.08,44.99
467,467-ER18,467-ER18-FO,IER18002A,190131,drumm,80.018,179.536,-0.68,-28.53,2.53,44.03
468,468-ER18,468-ER18-FO,IER18001W,190131,CarLen,64.039,180.313,2.07,-26.51,2.08,45.5
469,469-ER18,469-ER18-FO,IER18001O,190131,boothii,79.873,187.127,4.1,-27.02,2.49,45.21
470,470-ER18,470-ER18-FO,IER1800D9,190131,wolfii,68.735,185.662,0.25,-26.36,2.16,45.31
471,471-ER18,471-ER18-FO,IER18001P,190131,boothii,91.087,183.042,2.47,-26.86,2.88,44.91
472,472-ER18,472-ER18-FO,IER18004I,190131,geyer,103.517,183.05,3.6,-27.11,3.29,45.13
474,474-ER18,474-ER18-FO,IER180056,190131,Lodgepole,40.699,207.244,-2.04,-25.63,1.3,51.47
475,475-ER18,475-ER18-FO,IER180057,190131,Lodgepole,39.039,189.164,0.01,-25.81,1.26,47.33
476,476-ER18,476-ER18-FO,IER180058,190131,Lodgepole,39.974,202.183,-0.59,-27.16,1.3,50.81
477,477-ER18,477-ER18-FO,IER180049,190131,Engelmann,26.71,181.372,-3.33,-26.21,0.86,44.96
478,478-ER18,478-ER18-FO,IER180059,190131,Lodgepole,33.496,185.824,-3.27,-26.69,1.09,46.89