SamplingArea,Campaign,SampleSiteID,SampleSiteCode,Month,Day,Year,Longitude,Latitude,EPSG,GPS_source,Elevation_m,VegetationType,Site_Veg,Needles,FieldVegHeightMax_cm,FieldVegHeightMedian_cm,SoilMoisture_%_1,SoilMoisture_%_2,SoilMoisture_%_3,Foliar_IGSN
T403,ER18,158,158-ER18,6,20,2018,38.982892,-107.009407,4326,RTK,2972.5,Meadow,Meadow,FALSE,97,80,8,8,8,IER180072
T403,ER18,159,159-ER18,6,20,2018,,,,,,Meadow,Meadow,FALSE,119,110,7,8,11,IER180073
T403,ER18,160,160-ER18,6,20,2018,38.982966,-107.009264,4326,RTK,2967.5,Meadow,Meadow,FALSE,68,45,7,10,13,IER180074
T403,ER18,161,161-ER18,6,20,2018,38.982985,-107.009213,4326,RTK,2966.3,Meadow,Meadow,FALSE,81,55,12,17,NA,IER180075
T403,ER18,162,162-ER18,6,20,2018,38.982996,-107.009133,4326,RTK,2964.3,Meadow,Meadow,FALSE,50,30,13,10,11,IER180076
T403,ER18,163,163-ER18,6,20,2018,38.983061,-107.009025,4326,RTK,2961.5,Meadow,Meadow,FALSE,90,64,7,12,9,IER180077
WGM,ER18,164,164-ER18,6,20,2018,38.93742,-107.012397,4326,RTK,2976.8,Meadow,Meadow,FALSE,92,33,12,9,11,IER180078
WGM,ER18,165,165-ER18,6,20,2018,38.937357,-107.012355,4326,RTK,2975.5,Meadow,Meadow,FALSE,40,28,7,9,8,IER180079
WGM,ER18,166,166-ER18,6,20,2018,38.937319,-107.012521,4326,RTK,2973.9,Meadow,Meadow,FALSE,35,23,9,8,9,IER18007A
WGM,ER18,167,167-ER18,6,20,2018,38.937245,-107.012577,4326,RTK,2972.3,Meadow,Meadow,FALSE,27,14,8,9,8,IER18007B
WGM,ER18,168,168-ER18,6,20,2018,38.93711,-107.012596,4326,RTK,2970,Meadow,Meadow,FALSE,68,45,18,15,15,IER18007C
WGM,ER18,169,169-ER18,6,20,2018,38.937476,-107.011775,4326,RTK,2983.5,Meadow,Meadow,FALSE,80,60,14,15,16,IER18007D
WGM,ER18,170,170-ER18,6,20,2018,38.937422,-107.011734,4326,RTK,2983.2,Meadow,Meadow,FALSE,24,22,18,18,18,IER18007E
WGM,ER18,171,171-ER18,6,20,2018,38.93729,-107.01181,4326,RTK,2980.6,Meadow,Meadow,FALSE,100,56,7,9,10,IER18007F
WGM,ER18,172,172-ER18,6,20,2018,38.937374,-107.011928,4326,RTK,2979.6,Meadow,Meadow,FALSE,41,27,9,10,11,IER18007G
WGM,ER18,173,173-ER18,6,20,2018,38.93721,-107.012039,4326,RTK,2974.6,Meadow,Meadow,FALSE,75,70,11,11,18,IER18007H
WGM,ER18,174,174-ER18,6,20,2018,38.936374,-107.011911,4326,RTK,2971.8,Meadow,Meadow,FALSE,59,27,12,12,12,IER18007I
WGM,ER18,175,175-ER18,6,20,2018,,,,,,Meadow,Meadow,FALSE,58,44,10,10,9,IER18007J
WGM,ER18,176,176-ER18,6,20,2018,38.936167,-107.011888,4326,RTK,2964.7,Meadow,Meadow,FALSE,118,63,8,9,9,IER18007K
UC,ER18,177,177-ER18,6,21,2018,38.856311,-107.09725,4326,RTK,3010.8,Tree,Engelmann,TRUE,,,,,,IER180033
UC,ER18,178,178-ER18,6,21,2018,38.857553,-107.097923,4326,RTK,3014.7,Tree,Engelmann,TRUE,,,,,,IER180034
UC,ER18,179,179-ER18,6,21,2018,38.857521,-107.098173,4326,RTK,3018.2,Tree,Engelmann,TRUE,,,,,,IER180035
WGM,ER18,180,180-ER18,6,20,2018,38.934887,-107.011697,4326,RTK,2948.1,Meadow,Meadow,FALSE,70,55,87,86,86,IER18007L
UC,ER18,181,181-ER18,6,21,2018,38.856687,-107.098712,4326,RTK,3036,Tree,Engelmann,TRUE,,,,,,IER180036
WGM,ER18,182,182-ER18,6,20,2018,38.934645,-107.012104,4326,RTK,2945.8,Meadow,Meadow,FALSE,40,36,43,39,42,IER18007M
UC,ER18,183,183-ER18,6,21,2018,38.857012,-107.091689,4326,RTK,3014.5,Tree,Engelmann,TRUE,,,,,,IER180037
UC,ER18,184,184-ER18,6,21,2018,38.857117,-107.09118,4326,RTK,3031.9,Tree,Aspen,FALSE,,,,,,IER18000H
UC,ER18,185,185-ER18,6,21,2018,38.858074,-107.091127,4326,RTK,3068.9,Tree,Aspen,FALSE,,,,,,IER18000I
UC,ER18,186,186-ER18,6,21,2018,38.858369,-107.092139,4326,RTK,3045.9,Tree,Aspen,FALSE,,,,,,IER18000J
UC,ER18,187,187-ER18,6,21,2018,38.857959,-107.09264,4326,RTK,3020,Tree,Engelmann,TRUE,,,,,,IER180038
UC,ER18,188,188-ER18,6,21,2018,38.856819,-107.091746,4326,RTK,3007.6,Tree,SubFir,TRUE,,,,,,IER1800C6
UC,ER18,189,189-ER18,6,21,2018,38.858264,-107.096904,4326,RTK,3005.4,Shrub,PotFru,FALSE,45,,8,9,10,IER1800BL
UC,ER18,190,190-ER18,6,21,2018,38.857983,-107.096746,4326,RTK,3004,Shrub,planifolia,FALSE,113.8,,14,18,17,IER1800B1
UC,ER18,191,191-ER18,6,21,2018,38.857126,-107.096818,4326,RTK,3006.2,Shrub,boothii,FALSE,122.2,,14,11,9,IER18001C
UC,ER18,192,192-ER18,6,21,2018,38.856731,-107.0971,4326,RTK,3008,Shrub,drumm,FALSE,330.4,,13,9,12,IER180027
UC,ER18,193,193-ER18,6,21,2018,38.8573,-107.096386,4326,RTK,3001.2,Shrub,planifolia,FALSE,83.9,,60,45,43,IER1800B2
UC,ER18,194,194-ER18,6,21,2018,38.857841,-107.095082,4326,RTK,3001.1,Shrub,planifolia,FALSE,196.5,,18,15,19,IER1800B3
UC,ER18,195,195-ER18,6,21,2018,38.856785,-107.092735,4326,RTK,2995.6,Shrub,planifolia,FALSE,161.5,,58,61,63,IER1800B4
UC,ER18,196,196-ER18,6,21,2018,38.857021,-107.092315,4326,RTK,3003.8,Shrub,PotFru,FALSE,54.4,,8,9,6,IER1800BM
UC,ER18,197,197-ER18,6,21,2018,38.856692,-107.092087,4326,RTK,3001.3,Shrub,boothii,FALSE,279.4,,23,11,16,IER18001D
UC,ER18,198,198-ER18,6,21,2018,38.857258,-107.092679,4326,RTK,3006.9,Shrub,PotFru,FALSE,33.3,,5,6,7,IER1800BN
UC,ER18,199,199-ER18,6,21,2018,38.857451,-107.097485,4326,RTK,3011.4,Meadow,Meadow,FALSE,47,20,13,8,,IER18007N
UC,ER18,200,200-ER18,6,21,2018,38.857508,-107.097354,4326,RTK,3009.8,Meadow,Meadow,FALSE,43,27,12,12,9,IER18007O
UC,ER18,201,201-ER18,6,21,2018,38.857565,-107.097165,4326,RTK,3007.1,Meadow,Meadow,FALSE,44,18,7,9,12,IER18007P
UC,ER18,202,202-ER18,6,21,2018,38.857651,-107.097156,4326,RTK,3005.9,Meadow,Meadow,FALSE,39,18,15,15,14,IER18007Q
UC,ER18,203,203-ER18,6,21,2018,,,,,,Meadow,Meadow,FALSE,55,29,75,54,50,IER18007R
UC,ER18,204,204-ER18,6,21,2018,38.856574,-107.092377,4326,RTK,2997.3,Meadow,Meadow,FALSE,44,30,52,50,55,IER18007S
UC,ER18,205,205-ER18,6,21,2018,38.856762,-107.092187,4326,RTK,3000.4,Meadow,Meadow,FALSE,78,60,8,9,6,IER18007T
UC,ER18,206,206-ER18,6,21,2018,38.856826,-107.092154,4326,RTK,3001.6,Meadow,Meadow,FALSE,60,30,10,12,8,IER18007U
UC,ER18,207,207-ER18,6,21,2018,38.856899,-107.092104,4326,RTK,3003.4,Meadow,Meadow,FALSE,31,21,10,5,5,IER18007V
UC,ER18,208,208-ER18,6,21,2018,38.857287,-107.097849,4326,RTK,3015.6,Meadow,Meadow,FALSE,61,35,22,25,12,IER18007W
UC,ER18,209,209-ER18,6,21,2018,,,,,,Meadow,Meadow,FALSE,92,75,36,44,49,IER18007X
UC,ER18,210,210-ER18,6,21,2018,,,,,,Meadow,Meadow,FALSE,56,18,20,13,41,IER18007Y
UC,ER18,211,211-ER18,6,21,2018,38.85705,-107.091953,4326,RTK,3010,Meadow,Meadow,FALSE,47,24,8,8,9,IER18007Z
UC,ER18,212,212-ER18,6,21,2018,38.857119,-107.091897,4326,RTK,3013.6,Meadow,Meadow,FALSE,37,19,10,7,11,IER180080
UC,ER18,213,213-ER18,6,21,2018,38.857161,-107.091847,4326,RTK,3016.9,Meadow,Meadow,FALSE,55,20,8,8,7,IER180081
UC,ER18,214,214-ER18,6,21,2018,38.857266,-107.091752,4326,RTK,3022.8,Meadow,Meadow,FALSE,104,27,11,7,8,IER180082
UC,ER18,215,215-ER18,6,21,2018,38.85733,-107.091696,4326,RTK,3026.9,Meadow,Meadow,FALSE,70,55,3,8,7,IER180083
UC,ER18,216,216-ER18,6,21,2018,38.857385,-107.091634,4326,RTK,3030.9,Meadow,Meadow,FALSE,63,30,8,8,16,IER180084
UC,ER18,217,217-ER18,6,21,2018,38.857654,-107.0917,4326,RTK,3040.6,Meadow,Meadow,FALSE,60,25,8,8,10,IER180085
UC,ER18,218,218-ER18,6,21,2018,38.857769,-107.091583,4326,RTK,3048.1,Meadow,Meadow,FALSE,67,30,11,8,10,IER180086
WGU,ER18,219,219-ER18,6,22,2018,38.962247,-107.03002,4326,RTK,3227.9,Meadow,Meadow,FALSE,74,30,12,11,11,IER180087
WGU,ER18,220,220-ER18,6,22,2018,38.962189,-107.030086,4326,RTK,3225.4,Meadow,Meadow,FALSE,65,24,9,12,6,IER180088
WGU,ER18,221,221-ER18,6,22,2018,38.962125,-107.030153,4326,RTK,3222.4,Meadow,Meadow,FALSE,62,30,9,11,9,IER180089
WGU,ER18,222,222-ER18,6,22,2018,38.962079,-107.030198,4326,RTK,3219.9,Meadow,Meadow,FALSE,61,19,9,11,6,IER18008A
WGU,ER18,223,223-ER18,6,22,2018,38.961962,-107.030189,4326,RTK,3215.1,Meadow,Meadow,FALSE,82,65,8,11,9,IER18008B
WGU,ER18,224,224-ER18,6,22,2018,38.961815,-107.030299,4326,RTK,3207,Meadow,Meadow,FALSE,72,40,9,7,7,IER18008C
WGU,ER18,225,225-ER18,6,22,2018,38.961778,-107.030368,4326,RTK,3204.9,Meadow,Meadow,FALSE,73,47,9,9,7,IER18008D
WGU,ER18,226,226-ER18,6,22,2018,38.961795,-107.030443,4326,RTK,3204.8,Meadow,Meadow,FALSE,62,30,8,10,9,IER18008E
WGU,ER18,227,227-ER18,6,22,2018,38.961713,-107.030499,4326,RTK,3202.3,Meadow,Meadow,FALSE,58,40,9,9,6,IER18008F
WGU,ER18,228,228-ER18,6,22,2018,38.961576,-107.030588,4326,RTK,3199.6,Meadow,Meadow,FALSE,81,50,5,6,7,IER18008G
WGU,ER18,229,229-ER18,6,22,2018,38.961823,-107.029642,4326,RTK,3215.7,Meadow,Meadow,FALSE,54,33,9,6,7,IER18008H
WGU,ER18,230,230-ER18,6,22,2018,,,,,,Meadow,Meadow,FALSE,71,35,7,5,4,IER18008I
WGU,ER18,231,231-ER18,6,22,2018,,,,,,Meadow,Meadow,FALSE,80,65,,,,IER18008J
WGU,ER18,232,232-ER18,6,22,2018,38.961553,-107.029623,4326,RTK,3202,Meadow,Meadow,FALSE,64,30,4,3,5,IER18008K
WGU,ER18,233,233-ER18,6,22,2018,38.961518,-107.029599,4326,RTK,3199.6,Meadow,Meadow,FALSE,52,35,6,4,4,IER18008L
WGU,ER18,234,234-ER18,6,22,2018,38.961494,-107.029633,4326,RTK,3199,Meadow,Meadow,FALSE,45,15,5,5,6,IER18008M
WGU,ER18,235,235-ER18,6,22,2018,38.961441,-107.029811,4326,RTK,3199.3,Meadow,Meadow,FALSE,68,42,6,5,6,IER18008N
WGU,ER18,236,236-ER18,6,22,2018,38.960791,-107.029659,4326,RTK,3163.4,Meadow,Meadow,FALSE,113,80,11,6,5,IER18008O
WGU,ER18,237,237-ER18,6,22,2018,38.960682,-107.02968,4326,RTK,3160.8,Meadow,Meadow,FALSE,100,92,14,12,18,IER18008P
WGU,ER18,238,238-ER18,6,22,2018,38.960587,-107.029711,4326,RTK,3158.8,Meadow,Meadow,FALSE,140,80,12,10,6,IER18008Q
WGU,ER18,239,239-ER18,6,22,2018,38.962414,-107.029572,4326,RTK,3233,Shrub,Gooseberry,FALSE,81.6,,10,12,14,IER18004M
WGU,ER18,240,240-ER18,6,22,2018,38.962537,-107.029785,4326,RTK,3237,Shrub,Elderberry,FALSE,88.4,,9,14,8,IER18002D
WGU,ER18,241,241-ER18,6,22,2018,38.961612,-107.029544,4326,RTK,3203.6,Shrub,LigPor,FALSE,97.6,,7,7,6,IER18004U
WGU,ER18,242,242-ER18,6,22,2018,38.96149,-107.029351,4326,RTK,3195.1,Shrub,Elderberry,FALSE,122.1,,10,10,8,IER18002E
WGU,ER18,243,243-ER18,6,22,2018,38.961143,-107.030091,4326,RTK,3191.1,Shrub,glauca,FALSE,205,,8,8,9,IER18004L
WGU,ER18,244,244-ER18,6,22,2018,38.960816,-107.029539,4326,RTK,3161.1,Shrub,CorCas,FALSE,149.8,,9,8,10,IER18001Z
WGU,ER18,245,245-ER18,6,22,2018,38.960684,-107.029593,4326,RTK,3158.9,Shrub,boothii,FALSE,225.5,,7,8,6,IER18001E
WGU,ER18,246,246-ER18,6,22,2018,38.960306,-107.029565,4326,RTK,3148.3,Shrub,boothii,FALSE,232.2,,10,9,13,IER18001F
WGU,ER18,247,247-ER18,6,22,2018,38.960089,-107.02961,4326,RTK,3145.1,Shrub,CorCas,FALSE,134.5,,29,24,13,IER180020
WGU,ER18,248,248-ER18,6,22,2018,38.960647,-107.031969,4326,RTK,3163.3,Shrub,boothii,FALSE,206.3,,13,12,13,IER18001G
WGU,ER18,249,249-ER18,6,22,2018,38.961513,-107.028596,4326,RTK,3186.6,Tree,Aspen,FALSE,,,,,,IER18000K
WGU,ER18,250,250-ER18,6,22,2018,38.961528,-107.029006,4326,RTK,3195.3,Tree,Aspen,FALSE,,,,,,IER18000L
WGU,ER18,251,251-ER18,6,22,2018,38.961855,-107.028641,4326,RTK,3203.8,Tree,SubFir,TRUE,,,,,,IER1800C7
WGU,ER18,252,252-ER18,6,22,2018,38.962088,-107.028835,4326,RTK,3214.5,Tree,Engelmann,TRUE,,,,,,IER180039
WGU,ER18,253,253-ER18,6,22,2018,38.962148,-107.029365,4326,RTK,3229.4,Tree,SubFir,TRUE,,,,,,IER1800C8
WGU,ER18,254,254-ER18,6,22,2018,38.962183,-107.029371,4326,RTK,3230.4,Tree,SubFir,TRUE,,,,,,IER1800C9
WGU,ER18,255,255-ER18,6,22,2018,38.963379,-107.029352,4326,RTK,3246.6,Tree,Engelmann,TRUE,,,,,,IER18003A
WGU,ER18,256,256-ER18,6,22,2018,38.963368,-107.028359,4326,RTK,3247.9,Tree,Aspen,FALSE,,,,,,IER18000M
WGU,ER18,257,257-ER18,6,22,2018,38.963425,-107.027314,4326,RTK,3245.9,Tree,Engelmann,TRUE,,,,,,IER18003B
WGU,ER18,258,258-ER18,6,22,2018,38.962724,-107.029927,4326,RTK,3235.3,Tree,Engelmann,TRUE,,,,,,IER18003C
RCK,ER18,259,259-ER18,6,23,2018,38.979452,-107.040201,4326,RTK,3480.5,Meadow,Meadow,FALSE,26,13,28,25,26,IER18008R
RCK,ER18,260,260-ER18,6,23,2018,38.979704,-107.040456,4326,RTK,3479.8,Meadow,Meadow,FALSE,19,7,13,11,13,IER18008S
RCK,ER18,261,261-ER18,6,23,2018,38.979984,-107.040429,4326,RTK,3477.6,Meadow,Meadow,FALSE,26,11,12,13,14,IER18008T
RCK,ER18,262,262-ER18,6,23,2018,38.980581,-107.040025,4326,RTK,3473.4,Meadow,Meadow,FALSE,23,13,26,37,18,IER18008U
RCK,ER18,263,263-ER18,6,23,2018,38.980202,-107.04028,4326,RTK,3475.4,Meadow,Meadow,FALSE,43,14,35,31,25,IER18008V
RCK,ER18,264,264-ER18,6,23,2018,38.980142,-107.040122,4326,RTK,3475.4,Meadow,Meadow,FALSE,29,15,17,26,20,IER18008W
RCK,ER18,265,265-ER18,6,23,2018,38.98046,-107.039981,4326,RTK,3473.1,Meadow,Meadow,FALSE,25,17,43,41,47,IER18008X
RCK,ER18,266,266-ER18,6,23,2018,38.980912,-107.040127,4326,RTK,3473.8,Meadow,Meadow,FALSE,47,33,16,16,13,IER18008Y
RCK,ER18,267,267-ER18,6,23,2018,38.980898,-107.040219,4326,RTK,3474.1,Meadow,Meadow,FALSE,39,29,11,8,12,IER18008Z
RCK,ER18,268,268-ER18,6,23,2018,38.981207,-107.040314,4326,RTK,3476.1,Meadow,Meadow,FALSE,42,18,16,15,16,IER180090
RCK,ER18,269,269-ER18,6,23,2018,38.979832,-107.03777,4326,RTK,3456.4,Meadow,Meadow,FALSE,69,34,12,11,13,IER180091
RCK,ER18,270,270-ER18,6,23,2018,38.979831,-107.038099,4326,RTK,3461.8,Meadow,Meadow,FALSE,46,19,8,9,10,IER180092
RCK,ER18,271,271-ER18,6,23,2018,38.979362,-107.038357,4326,RTK,3463.9,Meadow,Meadow,FALSE,37,10,10,10,6,IER180093
RCK,ER18,272,272-ER18,6,23,2018,38.979392,-107.038219,4326,RTK,3461.9,Meadow,Meadow,FALSE,97,80,14,16,11,IER180094
RCK,ER18,273,273-ER18,6,23,2018,38.97945,-107.03773,4326,RTK,3455.8,Meadow,Meadow,FALSE,34,35,24,31,28,IER180095
RCK,ER18,274,274-ER18,6,23,2018,38.979414,-107.037741,4326,RTK,3455.9,Meadow,Meadow,FALSE,52,41,27,23,30,IER180096
RCK,ER18,275,275-ER18,6,23,2018,38.979185,-107.037688,4326,RTK,3456.4,Meadow,Meadow,FALSE,49,18,19,13,16,IER180097
RCK,ER18,276,276-ER18,6,23,2018,38.979116,-107.037513,4326,RTK,3455.2,Meadow,Meadow,FALSE,35,16,67,62,68,IER180098
RCK,ER18,277,277-ER18,6,23,2018,38.978788,-107.037445,4326,RTK,3457.3,Meadow,Meadow,FALSE,35,20,38,16,26,IER180099
RCK,ER18,278,278-ER18,6,23,2018,38.9786,-107.037665,4326,RTK,3459.2,Meadow,Meadow,FALSE,46,40,16,22,27,IER18009A
RCK,ER18,279,279-ER18,6,23,2018,38.978592,-107.037372,4326,RTK,3458.8,Shrub,Gooseberry,FALSE,62.3,,12,16,14,IER18004N
RCK,ER18,280,280-ER18,6,23,2018,38.979251,-107.037505,4326,RTK,3456.4,Shrub,planifolia,FALSE,195.3,,46,53,47,IER1800B5
RCK,ER18,281,281-ER18,6,23,2018,38.979314,-107.037784,4326,RTK,3457.1,Shrub,wolfii,FALSE,96.3,,27,20,22,IER1800CU
RCK,ER18,282,282-ER18,6,23,2018,38.97966,-107.037846,4326,RTK,3457.2,Shrub,SubFir,TRUE,215.4,,9,11,7,IER1800CA
RCK,ER18,283,283-ER18,6,23,2018,38.98052,-107.039897,4326,RTK,3473.5,Shrub,planifolia,FALSE,139.6,,44,43,43,IER1800B6
RCK,ER18,284,284-ER18,6,23,2018,38.981278,-107.039878,4326,RTK,3478.6,Shrub,wolfii,FALSE,176,,22,16,14,IER1800CV
RCK,ER18,285,285-ER18,6,23,2018,38.980509,-107.03847,4326,RTK,3462,Shrub,CorCas,FALSE,77,,8,7,5,IER180021
RCK,ER18,286,286-ER18,6,23,2018,38.980663,-107.038926,4326,RTK,3474.2,Shrub,Elderberry,FALSE,85.6,,6,7,5,IER18002F
RCK,ER18,287,287-ER18,6,23,2018,38.980686,-107.038926,4326,RTK,3474.1,Shrub,CorCas,FALSE,108.5,,8,4,6,IER180022
RCK,ER18,288,288-ER18,6,23,2018,38.979679,-107.038568,4326,RTK,3469.3,Shrub,DisInv,FALSE,44.8,,6,3,4,IER180024
RCK,ER18,289,289-ER18,6,23,2018,38.979871,-107.036647,4326,RTK,3450.2,Tree,Engelmann,TRUE,,,,,,IER18003D
RCK,ER18,290,290-ER18,6,23,2018,38.978912,-107.035845,4326,RTK,3458.2,Tree,SubFir,TRUE,,,,,,IER1800CB
RCK,ER18,291,291-ER18,6,23,2018,38.980041,-107.036317,4326,RTK,3443.3,Tree,Engelmann,TRUE,,,,,,IER18003E
RCK,ER18,292,292-ER18,6,23,2018,38.978067,-107.039264,4326,RTK,3491.8,Tree,Engelmann,TRUE,,,,,,IER18003F
RCK,ER18,293,293-ER18,6,23,2018,38.978463,-107.035729,4326,RTK,3456.1,Tree,Engelmann,TRUE,,,,,,IER18003G
RCK,ER18,294,294-ER18,6,23,2018,38.978888,-107.035751,4326,RTK,3456.3,Tree,Engelmann,TRUE,,,,,,IER18003H
RCK,ER18,295,295-ER18,6,23,2018,38.979906,-107.036394,4326,RTK,3444.9,Tree,Engelmann,TRUE,,,,,,IER18003I
RCK,ER18,296,296-ER18,6,23,2018,38.978468,-107.039597,4326,RTK,3494.1,Tree,Engelmann,TRUE,,,,,,IER18003J
RCK,ER18,297,297-ER18,6,23,2018,38.977129,-107.039625,4326,RTK,3490.5,Tree,Engelmann,TRUE,,,,,,IER18003K
RCK,ER18,298,298-ER18,6,23,2018,38.97827,-107.040309,4326,RTK,3497.1,Tree,Engelmann,TRUE,,,,,,IER18003L
LS,ER18,299,299-ER18,6,25,2018,38.907007,-107.027397,4326,RTK,2735.2,Tree,Lodgepole,TRUE,,,,,,IER180050
LS,ER18,300,300-ER18,6,25,2018,38.907654,-107.028088,4326,RTK,2725.7,Tree,Lodgepole,TRUE,,,,,,IER180051
LS,ER18,301,301-ER18,6,25,2018,38.908321,-107.02865,4326,RTK,2728,Tree,Lodgepole,TRUE,,,,,,IER180052
LS,ER18,302,302-ER18,6,25,2018,38.90806,-107.028737,4326,RTK,2732.1,Tree,Engelmann,TRUE,,,,,,IER18003M
LS,ER18,303,303-ER18,6,25,2018,38.908083,-107.028919,4326,RTK,2736.4,Tree,Lodgepole,TRUE,,,,,,IER180053
LS,ER18,304,304-ER18,6,25,2018,38.908741,-107.029898,4326,RTK,2747.1,Tree,Lodgepole,TRUE,,,,,,IER180054
LS,ER18,305,305-ER18,6,25,2018,38.908667,-107.029782,4326,RTK,2746.7,Tree,Lodgepole,TRUE,,,,,,IER180055
LS,ER18,306,306-ER18,6,25,2018,38.90706,-107.029263,4326,RTK,2756.6,Tree,Aspen,FALSE,,,,,,IER18000N
LS,ER18,307,307-ER18,6,25,2018,38.906297,-107.028861,4326,RTK,2770.7,Tree,Engelmann,TRUE,,,,,,IER18003N
LS,ER18,308,308-ER18,6,25,2018,38.90657,-107.028963,4326,RTK,2763.9,Tree,Aspen,FALSE,,,,,,IER18000O
LS,ER18,309,309-ER18,6,25,2018,38.90939,-107.028183,4326,RTK,2726.4,Shrub,wolfii,FALSE,144.2,,22,19,24,IER1800CW
LS,ER18,310,310-ER18,6,25,2018,38.909482,-107.028307,4326,RTK,2726.5,Shrub,brachy,FALSE,193.5,,22,15,14,IER18001T
LS,ER18,311,311-ER18,6,25,2018,38.909473,-107.028347,4326,RTK,2726.4,Shrub,Willow,FALSE,89.1,,25,25,22,IER1800CK
LS,ER18,312,312-ER18,6,25,2018,38.909423,-107.028663,4326,RTK,2726.1,Shrub,PotFru,FALSE,47,,19,16,22,IER1800BO
LS,ER18,313,313-ER18,6,25,2018,38.90973,-107.02862,4326,RTK,2726,Shrub,boothii,FALSE,145.6,,11,18,5,IER18001H
LS,ER18,314,314-ER18,6,25,2018,38.909654,-107.028595,4326,RTK,2726.5,Shrub,wolfii,FALSE,96,,4,3,4,IER1800CX
LS,ER18,315,315-ER18,6,25,2018,38.909576,-107.02843,4326,RTK,2726.3,Shrub,wolfii,FALSE,246.3,,10,9,6,IER1800CY
LS,ER18,316,316-ER18,6,25,2018,38.909457,-107.028485,4326,RTK,2726.2,Shrub,Willow,FALSE,280.5,,22,18,18,IER1800CL
